hardware_keywords,software_keywords,urgency_score,log_lines_attached,reporter_seniority,hour_of_day,category
0,11,4.4,30,4,10,Software
0,10,2.6,78,1,14,Software
2,6,7.4,108,1,11,Security
9,2,2.0,34,1,5,Hardware
0,5,4.6,39,1,20,Firmware
0,1,7.7,2,3,1,Security
9,1,2.3,28,3,4,Hardware
1,4,6.6,43,1,11,Security
5,4,2.5,147,4,22,Performance
1,10,4.0,90,5,10,Software
0,0,3.5,101,2,9,Firmware
6,0,3.9,53,2,16,Hardware
1,8,6.1,45,5,22,Security
0,3,9.7,73,2,22,Security
0,13,4.7,45,3,14,Software
0,7,4.0,126,2,20,Software
6,2,2.8,95,4,3,Performance
0,14,1.5,75,4,1,Software
6,0,3.0,41,3,8,Hardware
4,2,2.2,55,4,15,Hardware
1,9,4.1,57,5,19,Software
1,0,6.4,26,3,1,Performance
0,9,3.1,56,4,0,Software
10,1,3.4,37,4,8,Hardware
8,0,3.8,86,5,19,Hardware
4,3,7.0,72,2,14,Security
0,6,5.0,48,1,20,Software
2,6,7.1,57,5,18,Security
0,8,3.6,62,1,5,Software
0,1,1.2,39,3,21,Documentation
1,6,2.6,0,2,18,Firmware
0,10,2.4,81,2,14,Software
1,4,1.0,40,1,0,Documentation
1,5,5.3,74,5,1,Performance
3,3,6.2,102,5,18,Firmware
3,10,2.2,37,4,3,Software
4,5,6.8,63,4,13,Performance
5,0,2.7,48,1,12,Hardware
2,9,2.6,83,5,18,Software
0,7,3.6,77,4,0,Software
0,5,3.1,29,2,13,Performance
0,5,3.5,62,4,2,Firmware
0,9,4.3,90,4,15,Software
9,0,3.4,34,2,2,Hardware
1,3,4.8,63,1,20,Firmware
0,10,2.3,58,1,14,Software
0,7,3.3,108,4,13,Software
1,9,4.5,83,2,8,Software
1,5,9.9,108,3,23,Security
6,3,3.8,103,3,2,Firmware
0,2,1.2,30,4,4,Documentation
7,3,4.5,73,4,15,Firmware
4,3,4.7,52,5,6,Firmware
10,1,3.5,40,4,9,Hardware
1,10,4.3,172,1,8,Performance
5,1,7.3,75,4,3,Performance
0,9,4.8,87,3,8,Software
6,5,3.4,61,5,10,Firmware
1,9,3.8,101,5,7,Software
2,5,4.2,55,2,18,Firmware
0,8,1.6,71,1,17,Software
3,4,5.4,84,1,4,Performance
2,4,2.4,52,1,17,Firmware
5,2,1.0,71,1,0,Hardware
0,10,2.7,34,4,19,Software
5,5,5.1,75,1,18,Performance
0,1,1.5,32,2,10,Documentation
6,1,2.8,13,3,23,Hardware
0,6,2.8,60,5,9,Software
0,10,2.2,72,4,7,Software
2,5,3.0,64,1,21,Firmware
2,0,2.8,21,1,0,Firmware
0,7,9.1,104,2,14,Security
0,5,3.4,76,4,4,Firmware
2,3,3.3,86,4,4,Firmware
8,2,1.7,57,5,0,Hardware
2,0,2.1,34,1,5,Documentation
7,0,4.0,32,5,13,Hardware
1,3,1.0,14,3,22,Documentation
1,9,3.8,74,2,5,Software
10,1,4.4,109,4,17,Hardware
4,3,5.6,31,2,0,Firmware
5,3,5.1,39,5,11,Firmware
8,1,2.0,67,5,22,Hardware
2,5,4.7,94,1,5,Performance
4,1,4.8,71,4,8,Firmware
4,5,6.8,97,4,14,Performance
7,0,3.7,67,4,17,Firmware
8,0,1.7,62,1,0,Hardware
1,4,2.0,0,2,14,Documentation
1,9,2.3,88,1,4,Software
8,0,3.3,54,5,2,Hardware
4,6,4.7,61,1,13,Firmware
0,9,3.0,129,4,7,Software
3,9,1.0,123,3,3,Software
1,2,1.0,25,3,8,Documentation
5,7,5.6,9,4,6,Performance
3,4,6.6,67,5,17,Performance
5,0,3.0,56,4,16,Hardware
5,1,3.3,53,5,14,Hardware
0,2,1.0,0,5,16,Documentation
2,1,3.9,43,2,0,Firmware
3,3,4.2,135,5,8,Firmware
7,5,4.2,61,3,16,Firmware
1,1,10.0,84,1,20,Performance
6,3,5.2,160,5,14,Performance
2,8,3.1,87,5,6,Software
5,2,1.0,58,5,7,Hardware
4,0,2.2,40,4,22,Hardware
2,4,3.1,62,3,3,Firmware
6,3,3.7,86,3,13,Firmware
6,4,4.1,50,4,5,Firmware
3,3,1.0,24,4,1,Documentation
0,7,5.1,93,3,15,Software
0,6,3.9,90,5,1,Software
7,1,3.3,52,5,1,Hardware
8,5,2.3,52,4,19,Firmware
0,10,3.7,85,1,10,Software
0,11,4.6,87,4,9,Software
1,2,1.0,54,3,18,Documentation
0,5,6.6,58,1,4,Performance
12,0,2.6,18,2,13,Hardware
2,7,2.6,38,5,8,Firmware
4,0,4.0,114,4,13,Performance
0,11,2.8,83,4,6,Software
1,9,3.2,123,4,2,Software
2,9,2.7,25,1,17,Software
3,0,4.0,129,2,6,Performance
0,0,2.1,47,5,2,Documentation
9,0,3.2,63,5,17,Hardware
7,0,3.6,33,1,12,Hardware
0,4,6.8,41,5,13,Performance
0,8,2.8,111,3,12,Software
8,0,2.5,43,4,14,Hardware
2,0,2.3,62,2,11,Firmware
5,0,4.1,49,5,17,Hardware
1,10,2.1,33,1,0,Software
11,1,4.9,45,2,13,Hardware
2,4,8.0,82,1,20,Security
4,0,2.6,43,2,2,Hardware
0,1,1.0,6,2,9,Documentation
1,2,1.0,37,1,20,Documentation
3,4,8.5,86,3,7,Security
0,1,1.0,10,3,16,Documentation
2,5,10.0,63,1,23,Security
0,2,1.0,19,3,10,Documentation
3,0,6.7,59,5,13,Performance
4,5,4.3,19,4,15,Firmware
1,3,1.0,26,1,16,Documentation
4,0,7.2,122,5,8,Performance
11,0,2.6,75,2,14,Hardware
0,1,1.0,39,4,16,Documentation
2,1,1.0,27,5,3,Documentation
0,9,3.4,6,2,0,Software
1,11,2.8,38,4,3,Software
7,3,4.8,65,1,19,Firmware
1,12,1.4,55,4,0,Software
4,7,5.6,22,3,14,Firmware
2,4,4.5,51,4,5,Firmware
4,5,6.7,109,3,11,Performance
6,2,3.1,45,4,16,Hardware
5,2,3.5,150,4,5,Performance
0,5,5.2,110,1,11,Performance
0,9,3.1,91,4,3,Software
0,7,3.6,127,3,20,Software
1,9,3.4,48,1,17,Software
5,1,3.8,66,1,21,Firmware
5,8,3.4,8,5,15,Firmware
2,3,6.4,62,4,7,Security
0,1,1.0,32,1,5,Documentation
5,5,4.8,46,3,5,Firmware
3,1,4.8,61,3,4,Firmware
4,2,5.9,39,2,15,Performance
1,1,2.8,44,4,11,Firmware
0,9,2.2,64,1,21,Software
2,5,3.3,90,5,0,Firmware
0,11,1.8,64,4,15,Software
3,4,4.1,70,2,12,Performance
4,2,4.8,113,4,10,Performance
2,4,7.0,120,5,9,Performance
0,1,1.0,36,4,19,Documentation
7,0,2.0,67,2,17,Hardware
3,4,4.1,109,1,6,Performance
3,4,8.8,101,4,16,Performance
1,8,2.4,97,5,0,Software
6,0,2.9,0,4,13,Hardware
1,0,5.1,96,3,14,Firmware
4,1,8.4,93,2,23,Performance
1,4,8.9,42,3,3,Security
2,0,6.0,42,4,18,Performance
0,0,1.0,24,4,23,Documentation
0,0,1.1,26,1,14,Documentation
1,6,2.2,46,4,17,Software
6,2,6.3,25,2,11,Firmware
2,2,3.2,83,4,16,Hardware
9,1,6.5,67,4,8,Hardware
0,8,1.5,97,2,14,Software
5,7,4.2,65,3,2,Firmware
10,1,3.2,46,4,21,Hardware
0,9,3.4,85,2,7,Software
1,11,3.6,135,1,2,Software
11,1,2.9,48,2,3,Hardware
8,0,3.0,39,2,1,Hardware
8,2,3.5,57,4,11,Hardware
3,2,3.7,86,1,20,Firmware
0,10,3.3,90,1,12,Software
2,7,6.3,90,2,9,Security
3,5,2.0,69,3,6,Firmware
2,2,3.4,115,5,7,Firmware
8,0,4.4,55,5,6,Hardware
3,5,8.9,61,5,17,Security
1,7,7.2,43,4,1,Security
8,0,3.7,44,1,1,Hardware
7,1,2.5,47,5,13,Hardware
1,0,5.7,24,3,14,Performance
0,1,1.1,22,1,23,Documentation
1,5,3.7,102,2,16,Performance
1,9,3.0,131,5,7,Software
1,11,2.0,50,4,6,Software
10,1,1.3,36,4,5,Hardware
5,0,3.8,65,4,10,Hardware
1,2,1.0,20,2,12,Documentation
1,2,1.2,33,3,3,Documentation
0,13,4.9,84,3,8,Software
0,7,2.3,34,1,15,Software
4,0,2.9,85,2,20,Hardware
5,0,2.7,24,2,10,Hardware
4,1,2.6,57,5,1,Firmware
2,4,6.7,55,4,4,Performance
0,0,6.1,101,4,2,Performance
1,10,2.6,70,1,3,Software
1,7,2.3,47,2,12,Software
1,8,1.7,121,4,21,Software
0,0,1.0,24,3,23,Documentation
1,9,5.0,94,5,9,Software
5,7,3.8,74,5,0,Firmware
2,5,7.3,70,3,15,Security
1,7,2.7,143,2,5,Software
0,1,5.3,73,1,12,Performance
2,9,3.2,54,2,14,Software
3,2,5.3,49,3,21,Firmware
4,5,5.4,87,3,22,Performance
5,0,2.6,60,2,16,Hardware
7,1,3.2,81,5,5,Hardware
0,2,3.3,139,2,15,Performance
1,6,5.5,110,2,13,Software
2,8,1.4,80,1,9,Software
1,7,3.5,69,4,21,Software
5,5,3.9,59,2,4,Firmware
4,4,1.9,30,5,16,Firmware
5,0,1.3,43,3,16,Hardware
1,8,4.7,43,1,16,Software
8,1,3.3,30,4,14,Hardware
2,6,2.0,63,1,22,Firmware
4,3,5.6,111,5,12,Performance
1,0,1.1,61,4,15,Documentation
1,6,3.8,112,4,15,Software
1,10,2.6,63,1,17,Software
1,8,7.7,57,3,11,Security
3,1,3.1,60,1,21,Performance
3,3,5.1,75,1,7,Performance
8,4,3.1,10,4,14,Firmware
4,5,4.7,58,3,2,Firmware
2,4,5.6,113,2,9,Performance
13,0,1.9,42,4,10,Hardware
3,8,4.0,18,1,18,Software
3,2,3.7,58,2,6,Firmware
3,1,7.9,67,3,18,Security
0,0,6.7,84,1,8,Security
0,8,2.3,99,4,10,Software
2,2,6.9,67,5,4,Performance
4,5,4.5,69,5,5,Firmware
6,5,4.7,73,5,12,Firmware
0,6,1.6,67,2,4,Software
0,10,1.9,98,2,10,Software
1,8,2.6,115,2,14,Software
0,3,7.6,96,4,10,Security
1,1,1.0,34,2,6,Documentation
2,9,3.7,31,5,21,Software
6,0,4.2,34,4,23,Hardware
4,2,5.6,122,3,16,Performance
0,8,2.7,103,2,18,Software
1,3,1.0,25,2,2,Documentation
1,10,1.3,88,3,7,Software
3,5,4.7,95,4,8,Firmware
1,6,4.4,94,1,14,Software
5,1,1.3,77,2,9,Hardware
3,3,6.6,150,4,16,Performance
11,0,2.4,40,2,12,Hardware
5,2,4.5,79,4,9,Firmware
0,0,3.7,32,3,19,Firmware
0,1,1.3,15,3,15,Documentation
5,0,3.1,23,2,4,Hardware
2,0,6.6,59,2,5,Security
3,3,4.2,116,1,13,Firmware
0,0,4.9,78,5,2,Performance
0,8,3.4,78,3,23,Software
5,7,3.9,47,4,19,Firmware
1,4,4.3,27,4,20,Firmware
1,6,1.7,81,3,19,Software
8,0,3.6,38,1,17,Hardware
0,7,3.8,53,1,18,Software
2,9,3.9,78,5,13,Software
0,8,1.7,72,1,16,Software
0,2,1.0,12,1,16,Documentation
5,5,7.2,118,5,2,Performance
0,7,2.9,105,4,8,Software
3,3,4.0,27,1,10,Firmware
0,10,2.7,75,3,21,Software
1,5,4.0,94,1,21,Software
0,1,1.3,4,4,5,Documentation
8,1,2.3,77,2,11,Hardware
1,6,2.1,74,5,17,Software
2,4,4.2,40,1,21,Firmware
4,1,7.6,83,2,4,Performance
0,9,2.8,124,4,22,Software
4,7,4.0,33,4,20,Firmware
0,3,2.3,89,2,22,Firmware
5,4,5.1,143,1,1,Performance
8,0,3.0,55,2,20,Hardware
6,2,2.2,61,3,16,Firmware
2,0,4.3,92,4,4,Performance
4,0,2.8,26,1,11,Hardware
0,2,2.5,49,5,17,Firmware
3,4,8.9,48,1,21,Security
0,1,1.0,61,4,15,Documentation
2,8,4.2,62,3,12,Software
6,0,7.0,96,1,11,Performance
1,9,6.8,68,5,17,Security
2,10,4.0,38,4,14,Software
2,10,1.1,62,2,4,Software
7,0,3.8,7,3,21,Hardware
7,1,4.0,63,2,17,Hardware
4,5,3.2,103,1,4,Performance
1,3,7.0,98,4,19,Performance
1,0,1.0,35,3,18,Documentation
1,1,4.3,89,2,23,Performance
4,5,3.9,48,2,14,Firmware
2,1,1.0,51,1,12,Documentation
4,2,8.3,36,1,21,Security
0,1,1.0,23,5,1,Documentation
0,11,2.0,58,1,13,Software
1,5,5.1,68,2,10,Performance
3,1,5.1,66,4,10,Performance
4,5,1.5,75,5,19,Firmware
8,1,3.2,45,4,15,Hardware
1,8,2.7,62,5,1,Software
0,8,4.6,64,3,23,Software
8,0,4.3,68,3,3,Hardware
2,1,7.4,43,4,4,Performance
6,2,3.5,58,1,19,Firmware
1,3,9.6,91,5,20,Security
1,2,1.0,14,5,1,Documentation
1,2,1.0,37,5,9,Documentation
9,0,4.1,53,5,5,Hardware
3,3,4.0,56,3,4,Firmware
0,8,2.0,118,2,18,Software
0,11,2.8,44,4,5,Software
10,1,3.0,68,4,5,Hardware
4,2,4.6,102,1,10,Firmware
3,0,5.5,68,1,18,Performance
2,2,1.0,22,4,5,Documentation
6,0,2.9,51,3,16,Hardware
4,4,5.7,76,2,19,Performance
1,5,2.8,11,3,22,Firmware
1,2,1.4,70,1,11,Documentation
0,10,2.7,56,5,10,Software
0,6,7.3,92,1,4,Security
1,1,1.0,25,4,2,Documentation
0,6,7.8,61,2,14,Security
4,3,4.3,78,5,11,Firmware
1,0,4.3,84,3,5,Performance
1,5,7.7,81,3,8,Security
3,2,8.2,68,4,18,Security
2,4,8.9,81,3,4,Security
1,8,3.8,94,2,4,Software
1,9,5.0,84,5,13,Software
4,1,5.8,68,4,23,Performance
1,9,3.7,98,3,13,Software
1,8,1.9,5,3,1,Software
1,11,2.7,94,4,20,Software
8,1,3.0,70,2,5,Hardware
6,0,3.3,46,2,20,Hardware
0,8,2.5,100,3,16,Software
2,2,9.4,39,3,16,Security
4,4,7.5,41,4,19,Security
2,3,3.4,77,3,2,Firmware
2,6,2.4,70,2,13,Software
7,2,1.7,64,3,22,Hardware
0,3,1.0,41,3,10,Documentation
6,8,4.4,55,5,10,Firmware
4,2,6.0,51,2,17,Performance
1,10,2.3,88,5,18,Software
1,4,4.4,31,1,4,Firmware
2,4,5.3,72,5,17,Performance
0,2,1.4,18,4,8,Documentation
1,3,8.3,44,1,16,Performance
1,2,8.9,143,3,9,Security
0,12,4.2,90,3,4,Software
5,1,2.3,12,3,22,Hardware
0,2,2.5,32,3,3,Firmware
2,2,9.0,16,3,13,Security
4,0,2.6,38,5,20,Firmware
3,1,3.5,45,4,2,Firmware
2,0,5.8,109,3,13,Performance
7,2,5.4,115,2,1,Performance
1,3,9.3,62,2,8,Security
3,6,3.8,53,4,3,Firmware
0,8,3.9,104,4,12,Software
8,0,5.2,52,3,17,Hardware
8,0,3.7,38,3,9,Hardware
2,10,2.6,52,4,21,Software
0,9,2.1,64,4,21,Software
9,0,4.0,67,3,18,Hardware
0,0,4.7,75,3,17,Performance
0,5,9.6,96,1,0,Security
0,7,2.7,108,4,12,Software
6,0,7.3,100,1,22,Performance
6,0,4.2,62,4,9,Hardware
0,7,2.9,113,3,19,Software
12,0,3.4,81,2,3,Hardware
7,0,2.1,31,4,4,Hardware
1,5,3.1,82,4,21,Firmware
8,1,3.3,22,1,13,Hardware
8,1,4.9,38,2,10,Hardware
0,0,1.2,12,4,6,Documentation
2,1,1.0,36,2,11,Documentation
0,7,3.1,122,2,5,Software
0,2,1.0,47,5,6,Documentation
4,2,4.3,127,2,19,Firmware
2,6,4.2,120,2,13,Software
0,1,1.7,26,5,1,Documentation
0,7,2.0,82,5,15,Software
0,2,1.2,54,5,3,Documentation
5,2,1.9,93,2,8,Hardware
7,3,3.2,61,3,19,Hardware
2,4,5.9,56,1,10,Firmware
8,1,3.6,86,5,8,Hardware
9,1,3.0,39,3,23,Hardware
2,5,2.7,71,3,15,Software
2,2,4.5,99,1,20,Firmware
1,6,2.0,111,3,11,Software
1,1,1.0,0,4,1,Documentation
0,11,2.7,103,3,20,Software
6,0,3.8,37,4,6,Hardware
0,4,8.1,83,4,19,Security
6,2,4.2,22,3,11,Firmware
4,1,2.9,87,1,11,Firmware
1,5,3.6,58,1,2,Software
9,1,2.8,73,3,22,Hardware
0,6,5.0,45,3,1,Software
0,0,7.3,47,4,3,Security
1,10,3.0,35,1,6,Software
3,5,8.1,84,4,23,Security
0,7,2.7,131,3,3,Software
0,9,3.4,109,3,14,Software
1,1,1.8,26,2,23,Documentation
0,3,1.8,73,3,7,Software
3,3,2.7,102,5,13,Performance
3,1,3.9,27,4,2,Firmware
4,5,5.0,53,5,19,Firmware
5,2,2.1,41,4,17,Firmware
0,4,6.3,95,1,18,Performance
1,9,4.2,49,3,4,Software
2,1,2.4,80,3,18,Firmware
6,3,3.7,52,3,12,Hardware
4,3,2.7,27,2,3,Performance
0,1,1.0,6,2,1,Documentation
0,1,1.0,10,5,8,Documentation
5,3,6.6,88,4,6,Firmware
6,0,3.8,50,1,0,Hardware
0,9,3.6,114,3,2,Software
1,7,9.6,82,5,14,Security
1,12,2.6,106,1,9,Software
4,4,3.8,87,3,0,Firmware
8,0,3.8,57,2,15,Hardware
1,8,4.3,34,4,19,Firmware
8,2,4.8,130,5,17,Performance
3,3,3.7,60,2,22,Firmware
0,3,6.5,26,3,2,Security
3,1,5.5,88,3,20,Performance
0,2,1.0,52,3,4,Documentation
2,2,5.8,128,4,12,Performance
0,6,3.5,110,2,13,Software
6,1,4.6,94,2,17,Performance
2,10,1.1,88,3,5,Software
3,10,7.5,86,3,5,Security
1,1,2.5,46,5,23,Firmware
6,2,5.5,57,3,2,Hardware
0,0,5.4,45,3,1,Firmware
1,9,3.7,60,5,2,Software
0,5,2.4,72,5,7,Software
1,7,3.2,99,3,5,Software
8,0,3.4,32,4,19,Hardware
5,1,4.2,52,3,19,Hardware
2,2,1.0,52,1,13,Documentation
4,4,5.1,94,3,16,Performance
2,6,8.2,51,4,2,Security
0,0,1.0,32,3,14,Documentation
8,1,1.6,42,2,19,Hardware
0,12,2.4,68,2,12,Software
1,11,3.5,107,2,17,Software
0,3,7.5,129,1,21,Security
0,7,8.0,26,2,16,Security
1,3,1.0,27,5,10,Documentation
2,5,3.8,145,5,6,Performance
9,0,4.1,39,2,23,Firmware
0,2,1.0,33,4,2,Documentation
1,9,2.9,98,4,0,Software
1,4,8.0,52,5,17,Security
11,1,2.7,56,1,10,Hardware
2,4,4.2,62,2,7,Firmware
4,5,3.7,54,4,14,Firmware
0,0,1.5,19,1,4,Documentation
4,2,4.5,175,4,9,Performance
2,12,4.0,54,3,20,Software
0,0,1.0,21,4,6,Documentation
2,7,8.1,65,2,23,Security
1,7,5.1,91,3,15,Firmware
3,0,4.1,51,5,7,Firmware
3,2,7.3,134,4,4,Performance
0,8,4.3,85,2,9,Software
8,1,3.3,55,1,9,Hardware
0,5,3.5,110,1,4,Software
7,1,2.2,33,4,4,Hardware
0,11,4.0,62,2,20,Software
11,0,4.0,42,5,5,Hardware
2,8,2.9,124,2,22,Software
0,10,2.3,65,3,17,Software
0,5,9.1,59,2,9,Security
7,1,3.2,45,3,11,Hardware
0,10,3.9,167,5,8,Software
7,0,2.3,38,5,13,Hardware
5,0,4.1,21,3,22,Hardware
2,10,3.6,50,5,2,Software
2,7,2.4,156,2,18,Software
3,6,4.1,92,1,1,Firmware
0,2,2.4,50,1,3,Documentation
2,8,3.9,62,3,8,Software
11,2,2.5,75,5,18,Hardware
0,5,6.5,150,2,22,Performance
12,0,2.1,21,4,20,Hardware
1,9,2.9,69,4,23,Software
0,13,2.9,87,3,8,Software
5,2,2.7,11,3,9,Hardware
7,0,2.5,22,3,7,Hardware
3,1,4.2,45,2,3,Firmware
2,8,1.0,73,4,2,Software
1,6,2.5,44,2,1,Software
1,1,1.0,42,5,2,Documentation
0,13,1.7,73,1,0,Software
2,6,8.0,30,1,0,Security
0,10,5.9,131,4,22,Software
0,9,3.3,84,4,18,Software
3,6,8.9,82,5,14,Security
6,2,1.0,17,5,11,Hardware
1,8,1.5,89,2,21,Software
2,4,1.0,26,3,2,Documentation
3,4,3.3,22,1,8,Firmware
0,0,4.2,112,3,4,Performance
0,10,1.3,66,3,3,Software
3,5,7.5,80,3,17,Security
2,6,8.0,86,2,21,Security
9,1,5.2,40,1,22,Hardware
4,3,4.4,51,2,13,Firmware
0,9,2.6,76,5,22,Software
3,2,2.2,59,2,15,Hardware
0,10,2.7,96,1,19,Software
1,1,1.2,17,1,2,Documentation
1,2,1.7,55,4,21,Documentation
3,6,3.9,79,5,8,Firmware
0,2,1.0,45,4,6,Documentation
0,2,1.3,5,2,9,Documentation
0,9,4.4,51,4,10,Software
6,4,9.8,100,4,4,Performance
6,3,4.1,64,3,22,Firmware
1,7,8.6,42,2,2,Security
2,3,9.1,53,4,15,Performance
1,2,1.1,14,4,3,Documentation
0,3,8.9,63,3,1,Security
1,3,9.8,65,5,18,Security
2,8,1.0,80,2,8,Software
4,2,2.2,65,4,16,Hardware
0,8,3.4,117,3,23,Software
4,0,1.9,57,4,6,Hardware
0,7,2.4,121,1,20,Software
1,4,5.2,66,2,21,Firmware
2,9,2.5,95,3,12,Software
5,0,2.9,43,5,20,Hardware
7,1,3.3,58,2,22,Hardware
7,0,3.1,16,3,0,Hardware
9,1,4.0,54,3,21,Hardware
0,11,4.3,83,2,8,Software
0,10,4.3,63,5,1,Software
2,4,1.6,42,2,20,Software
0,5,2.8,105,2,19,Software
3,0,4.4,133,4,0,Performance
2,3,6.9,109,4,9,Performance
8,0,3.1,27,5,10,Hardware
6,0,1.3,53,1,16,Hardware
1,8,3.2,110,1,14,Software
10,0,4.2,54,4,20,Hardware
2,3,3.1,24,3,16,Firmware
7,5,5.1,46,3,23,Firmware
1,12,2.6,112,5,12,Software
4,3,5.1,88,3,19,Performance
0,5,3.6,44,1,11,Firmware
5,1,2.7,93,5,23,Firmware
0,3,1.0,36,4,18,Documentation
1,10,2.4,109,1,23,Software
0,5,3.1,79,1,11,Software
3,4,3.5,61,1,23,Firmware
2,0,7.4,71,4,11,Security
0,3,8.8,60,5,18,Security
2,2,4.3,107,2,15,Performance
3,5,5.3,45,3,5,Firmware
1,9,1.8,113,5,23,Software
7,0,1.6,49,3,21,Hardware
4,4,6.8,64,3,1,Firmware
4,5,4.3,56,4,5,Firmware
4,4,7.7,111,3,13,Performance
6,1,8.0,144,5,14,Performance
1,8,8.6,93,2,10,Security
6,7,2.6,40,3,22,Firmware
0,6,6.6,31,4,9,Performance
0,9,2.4,114,1,11,Software
10,0,3.9,34,5,22,Hardware
4,2,6.2,103,4,21,Performance
3,2,4.5,70,3,5,Firmware
0,10,3.3,67,1,21,Software
1,8,2.3,69,5,7,Software
0,2,3.9,38,1,13,Firmware
2,12,4.1,99,3,13,Software
1,3,8.5,42,3,18,Security
5,3,6.1,49,3,11,Performance
5,0,3.0,49,1,3,Hardware
2,5,4.0,55,3,6,Firmware
8,0,4.2,21,3,12,Hardware
1,2,1.0,23,3,3,Documentation
7,3,3.9,33,3,23,Hardware
0,0,1.0,46,4,18,Documentation
2,7,3.2,42,2,17,Firmware
8,0,3.0,59,4,3,Hardware
1,10,4.2,58,5,13,Software
1,2,1.0,35,3,17,Documentation
4,2,4.7,39,4,5,Firmware
1,5,7.6,88,3,20,Security
0,9,3.1,68,2,17,Software
2,10,2.8,107,5,19,Software
6,7,4.4,50,3,10,Firmware
9,0,2.9,78,3,10,Hardware
5,3,6.6,20,3,2,Performance
2,7,9.8,25,3,0,Security
3,2,2.8,78,4,4,Firmware
6,0,3.6,66,1,0,Hardware
8,0,3.1,8,2,17,Hardware
2,6,7.3,59,5,19,Security
1,4,4.8,31,4,12,Performance
8,1,3.3,57,2,20,Hardware
0,5,5.6,165,1,9,Performance
8,3,3.6,0,2,19,Firmware
2,2,1.0,33,3,2,Documentation
0,12,3.2,113,3,10,Software
0,2,1.7,32,3,14,Documentation
4,2,7.6,149,5,16,Performance
3,5,4.1,49,3,2,Firmware
0,5,3.1,39,3,20,Firmware
0,5,6.3,76,4,23,Security
2,2,1.4,47,5,1,Documentation
7,1,3.1,68,4,8,Hardware
1,1,1.6,43,5,0,Documentation
0,2,6.3,54,3,17,Performance
0,8,2.2,109,2,12,Software
1,10,4.7,73,1,3,Software
1,6,6.4,100,4,9,Security
5,2,1.4,38,2,11,Hardware
4,2,2.1,48,5,14,Firmware
3,3,3.9,82,3,9,Firmware
1,5,4.3,124,1,5,Software
1,10,2.1,57,4,11,Software
2,5,7.5,84,2,3,Security
0,4,5.8,122,1,16,Performance
2,5,8.5,107,1,16,Security
2,11,4.3,20,1,17,Software
3,3,3.6,111,3,10,Firmware
0,5,6.1,93,2,10,Security
0,2,1.1,38,1,8,Documentation
5,0,3.1,37,4,17,Hardware
2,0,1.0,31,5,16,Documentation
0,7,4.8,59,5,19,Software
0,6,1.9,102,2,16,Software
2,6,4.4,67,5,13,Software
3,1,1.5,35,1,1,Documentation
1,7,3.2,71,2,17,Software
5,5,3.4,61,5,15,Firmware
8,0,3.3,58,4,10,Hardware
1,7,8.1,115,1,3,Security
2,2,1.3,58,1,13,Documentation
1,6,3.2,76,5,7,Software
1,0,6.2,62,4,4,Firmware
2,5,6.6,92,3,5,Performance
0,5,4.7,53,1,4,Firmware
7,0,3.3,25,3,10,Hardware
0,9,1.3,68,5,14,Software
10,0,2.7,52,4,9,Hardware
7,0,2.9,59,3,15,Hardware
2,2,4.0,92,1,18,Firmware
2,0,5.2,116,2,5,Performance
3,6,10.0,70,1,20,Security
1,6,3.9,65,5,13,Performance
3,3,1.8,48,3,17,Firmware
0,10,2.8,93,2,22,Software
6,0,3.4,81,2,7,Hardware
4,5,3.5,26,4,6,Firmware
8,0,3.9,70,3,9,Hardware
3,3,4.6,63,4,21,Firmware
4,4,3.3,50,2,7,Firmware
1,3,9.4,81,2,18,Security
1,5,2.9,57,2,4,Firmware
6,0,3.2,18,3,3,Hardware
0,5,2.8,123,5,15,Performance
0,8,3.6,26,1,4,Software
1,2,5.5,121,4,4,Performance
0,1,6.5,77,4,1,Performance
5,5,6.1,157,4,8,Performance
9,1,4.4,80,4,21,Hardware
8,1,1.7,93,2,17,Hardware
8,1,1.8,39,3,0,Hardware
1,0,7.5,130,3,2,Performance
10,1,2.8,18,2,19,Hardware
3,4,3.6,79,2,22,Firmware
0,0,7.3,78,5,12,Performance
1,1,1.2,2,1,11,Documentation
0,3,3.2,87,1,8,Performance
2,0,5.4,114,3,18,Performance
0,10,3.8,56,1,14,Software
3,4,5.3,112,4,17,Performance
0,4,4.2,150,1,22,Performance
6,3,2.9,74,4,7,Firmware
8,0,3.6,35,1,2,Hardware
11,0,1.7,69,3,13,Hardware
2,5,2.7,54,3,1,Software
2,10,3.3,76,4,2,Software
9,0,2.3,32,5,5,Hardware
1,7,1.8,100,2,17,Software
10,0,2.7,42,1,5,Hardware
6,3,7.8,68,1,10,Performance
0,9,3.6,102,1,14,Software
0,0,1.4,5,1,7,Documentation
6,0,3.3,28,3,6,Hardware
11,0,4.6,26,4,16,Hardware
0,1,1.0,33,2,4,Documentation
9,2,3.3,3,2,7,Hardware
6,7,6.2,91,5,20,Performance
7,0,1.2,62,4,17,Hardware
1,2,6.1,69,1,14,Security
6,4,3.2,57,1,0,Firmware
2,7,6.6,124,2,21,Security
5,1,3.9,71,3,0,Hardware
0,6,4.5,39,1,22,Software
6,3,4.6,89,3,14,Firmware
9,1,2.7,88,1,4,Hardware
1,1,1.1,30,2,8,Documentation
3,0,4.1,133,5,8,Performance
4,2,2.5,35,1,6,Firmware
11,2,2.6,24,3,22,Hardware
0,9,4.2,63,5,0,Software
0,13,3.8,107,5,7,Software
0,6,7.2,29,3,9,Security
